headline,date,document_type,type_of_material,section_name,keywords,snippet,source,lead_paragraph
'A Lot of People Just Can't Control Dogs',1988-04-10,article,News,New York,['Dogs'],,The New York Times,LAURIE FASS calls herself an animal behaviorist who helps owners break their pets of troublesome habits. She runs the Dog Training and Counseling Service at her home on Old Farm Drive in Newington. She also makes house calls.
Female Mushers Drive Toward Success,1989-03-06,article,News,Sports,"['Dog Sledding', 'Women']",,The New York Times,"THE field for the Iditarod this year, the 1,152-mile trans-Alaska dog-sled race that began Saturday in Anchorage in 13-degree temperatures and winds gusting to 46 miles per hour, included 49 drivers and teams. Of the five women entered, two - Susan Butcher and Elizabeth (Libby) Riddles - have won the race the last four years."
NEW YORK DAY BY DAY,1984-03-07,article,News,New York,"['Subways', 'Dogs', 'Transit Systems', 'Delays (Transportation)']",,The New York Times,"B Train an Hour Late, But a Dog Is Saved"
A MUSEUM HONORING MAN'S BEST FRIEND,1983-03-16,article,News,New York,"['Dogs', 'ART SHOWS', 'Handicrafts', 'Museums', 'SHOWS (EXHIBITS)', 'Art']",,The New York Times,"In this city, dogs are one of those subjects. You know the kind: one minute it's a cocktail party, the next it's an armed camp. There are lots of distinguished topics that produce this effect - politics, religion and the care of children are others - but, silly as it may sometimes seem, dogs are right up there with day care and defense policy."
Pit Bull Kills California Boy,1987-06-15,article,News,U.S.,"['Dogs', 'Children and Youth']",,The New York Times,"A 2 1/2-year-old boy died today of injuries suffered when he was mauled by a pit bull Saturday night, and the dog's owner was booked for investigation of murder. The youngster, James Soto, suffered deep wounds on the head and the shoulders. Michael Patrick Berry, 37, was arrested as the owner of the dog, which the police said appeared ''to have been trained as a fighting dog and also to protect Berry's 200 marijuana plants.''"
Results Plus,1989-03-07,article,News,Sports,"['Horse Racing', 'Dog Sledding']",,The New York Times,"SLED-DOG RACING Swenson in Lead: Rick Swenson, a four-time champion, was the first racer to reach the highest checkpoint in Iditarod race as leading mushers made their way through the rugged Alaska Range early yesterday. Swenson, driving 18 dogs through the darkness, arrived at Rainy Pass checkpoint at 5 A.M. He was followed 4 minutes later by Joe Runyan of Nenana. Susan Butcher, a three-time champion, arrived at 5:22 A.M., and DeeDee Jonrow of Bethel arrived four minutes later. None of the four leaders has taken the 24-hour layover required during the race. Three other mushers were on the trail from Finger Lake to Rainy Pass, which is 226 miles into the race and at 3,400 feet elevation. Martin Buser, who was out front when the first mushers pulled into Finger Lake late Sunday, declared his 24-hour layover and had not moved by early yesterday. Under the rules of the race, mushers are required to make a 24-hour stop at one of the race's 24 checkpoints; at the others, they take whatever length of rest they believe they and the dogs need. However, mushers are allowed to use the strategy of declaring a 24-hour layover, then leaving after a couple of hours, in hopes of getting a jump on their competitors. (AP) HORSE RACING Aqueduct cancels program: Aqueduct Race Track canceled yesterday's card because of the weather. Racing will resume tomorrow."
Headliners; Over Alaska,1988-03-20,article,News,Week in Review,['Dog Sledding'],,The New York Times,"Susan Butcher took her dogs for a run across Alaska March 5. Last Wednesday night, 11 days, 11 hours and 42 minutes after she left Anchorage, Ms. Butcher and her dog team pulled into Nome, 14 hours ahead of her nearest competitor in the 16th annual running of the 1,150-mile Iditarod Trail Dog Sled Race. It was her third consecutive victory in the grueling contest, something no one else has accomplished since the race was first run in 1973."
Pit Bull to Learn New Tricks or Face Death,1988-02-09,article,News,New York,"['Dogs', 'PIT BULLS (DOGS)']",,The New York Times,"After a courtroom argument over whether old dogs can learn new tricks, a Superior Court judge granted a reprieve today for a pit bull terrier named Bandit who faced death by lethal injection for biting three people."
CAMPAIGN STARTED TO LICENSE DOGS,1986-01-26,article,News,New York,"['Dogs', 'LICENSES']",,The New York Times,A SEARCH to find unlicensed dogs will get under way throughout the state on Saturday.
Article 232718 -- No Title,1984-06-02,article,News,U.S.,"['Robberies and Thefts', 'Dogs']",,The New York Times,"Carol Ripani, whose 2-year-old Doberman pinscher was stolen from her yard on Wednesday, paid a $1,000 ransom for the dog's safe return, the police said."
"WHAT FICTION NEEDS: MORE READERS, MORE DOGS",1988-11-13,article,News,Books,"['Dogs', 'Books and Literature']",,The New York Times,I read in the paper that students at Princeton and other colleges have been staging outdoor marathon readings of great books. They've read Joyce's ''Ulysses'' and ''Gravity's Rainbow'' by Thomas Pynchon. It took 80 students 40 hours to read aloud the 760 pages of ''Gravity's Rainbow.''
MEASURES SOUGHT TO REDUCE STRAY DOGS,1985-07-07,article,News,New York,"['Dogs', 'Accidents and Safety']","DOG wardens and canine control officers throughout the state are calling for measures to reduce the number of stray dogs, many of which cause accidents, dog bites, damage to livestock, lawns and gardens, and are a general nuisance.

While the numb...",The New York Times,"DOG wardens and canine control officers throughout the state are calling for measures to reduce the number of stray dogs, many of which cause accidents, dog bites, damage to livestock, lawns and gardens, and are a general nuisance."
No Headline,1988-02-07,article,News,New York,"['DOG SHOWS', 'Biographical Information']","LEAD: WHEN the 112th Westminster Kennel Club dog show opens tomorrow at Madison Square Garden, Richard L. Bauer of Mahopac will be exhibiting not one, not two, not three, but 15 dogs. Mr. Bauer, one of the best-known handlers in the show-dog world...",The New York Times,"LEAD: WHEN the 112th Westminster Kennel Club dog show opens tomorrow at Madison Square Garden, Richard L. Bauer of Mahopac will be exhibiting not one, not two, not three, but 15 dogs. Mr. Bauer, one of the best-known handlers in the show-dog world, has been running from show ring to show ring for 30 years in a profession he describes as ''part trainer, part jockey."
Pit Bulldog Killed by Police,1987-08-20,article,News,New York,['Dogs'],,The New York Times,"A police officer shot and killed a pit bull terrier this morning because the dog was about to attack a fellow officer, the police said. The officer, David Barnes, killed the dog with a blast from a 12-gauge shotgun, said Sgt. Roy Adams of the Rochester Police Department."
BROOKHAVEN CONSIDERS BANNING PIT BULLS,1987-07-19,article,News,New York,"['Dogs', 'PIT BULLS (DOGS)', 'SUITS AND CLAIMS AGAINST GOVERNMENT', 'Discrimination', 'Accidents and Safety']",LEAD: A PROPOSAL to ban pit bull terriers from residential areas in the Town of Brookhaven has aroused dog owners' concern.,The New York Times,LEAD: A PROPOSAL to ban pit bull terriers from residential areas in the Town of Brookhaven has aroused dog owners' concern.
  TALKING WITH MAN'S BEST CRITIC,1985-06-16,article,News,Books,['Books and Literature'],,The New York Times,"AMERICAN poets often complain that they have no audience, but I think I have a solution, one that will provide a loyal, sympathetic and discriminating body of readers. All the poet has to do is get a dog. In ''Talking With the Animals'' (Morrow), the latest of many such studies, Bill Thomas asserts what most dog lovers already know: That your dog can read you better than most people can. He's far more sensitive than any human being to the tone of your voice. What's more, according to Mr. Thomas, he can smell what you're saying. Try to find an ordinary reader or reviewer who can tell you how your poems smell."
RABIS PROBLEM IN WESTCHESTER,1986-11-12,article,News,New York,"['Suspensions, Dismissals and Resignations', 'Dogs', 'Education and Schools', 'Children and Youth', 'Teachers and School Employees', 'Rabies', 'VACCINATION AND VACCINES']",,The New York Times,"Health officials have brought in emergency supplies of rabies vaccine and tried to track down as many as 50 people, including schoolchildren, who may have touched a rabid dog."
GFindRobberySuspects,1984-01-15,article,News,New York,['TERMS NOT AVAILABLE'],,The New York Times,A German-trained police dog once criticized because it did not understand commands in English helped to find two robbery suspects today.
Rx for Canine Angst: A Puppy Play Group,1987-02-14,article,News,New York,['Dogs'],,The New York Times,MINNIE just seems so much better . . . adjusted . . . since she joined the puppy play group.
Advertising; 'Dogs' Get Their Say About Food,1986-05-23,article,News,Business Day,"['ADVERTISING', 'PETS AND PET FOODS']",,The New York Times,"UP to now the involvement of most dogs in dog food commercials has been eating, barking, tail wagging, paw waving and other inarticulate pursuits."
NEW YORK DAY BY DAY;Telling D From B,1985-01-28,article,News,New York,['Transit Systems'],,The New York Times,"For those who need a spelling refresher, the Transit Authority can help. One of its conductors announces: ''Ladies and gentlemen, this is a D train. D as in dog.'' Then, for emphasis: ''Ladies and gentlemen, this is a D train. D as in dog. D-O-G.''"
Best Terrier Named,1983-02-13,article,News,Sports,"['Dogs', 'DOG SHOWS']",,The New York Times,"A 3-year-old dog, Ch. Genie's Lil Duke, owned by Sheri and Willowe Linde, yesterday was named best of breed at the Yorkshire Terrier Club of Greater New York Specialty at the Hotel Roosevelt."
Baby Killed by Terrier,1987-12-06,article,News,U.S.,"['Dogs', 'PIT BULLS (DOGS)']",,The New York Times,"A mixed boxer-pit bull terrier mauled a sleeping 2-week-old baby to death early Friday, officers said. The infant, Brian Lillis, was asleep in a car seat on a sofa when he was pulled to the floor and attacked by the 40-pound dog, the police said. The police killed the dog at the request of a deputy medical examiner."
NEW YORK DAY BY DAY,1983-01-04,article,News,New York,"['Animals', 'Dogs']",,The New York Times,'Snoopy' vs. a Dirty Dog
3 Breeds Granted Registry by A.K.C.,1983-05-22,article,News,Sports,"['Dogs', 'DOG SHOWS']",,The New York Times,"After a decade, the barks of three breeds finally have been heard at 51 Madison Avenue, home of the American Kennel Club. The organization's board of directors has authorized the addition of the Portuguese water dog, the Pharaoh hound and the Tibetan spaniel for registry into its stud book, starting Aug. 1. Next Jan. 1, the three breeds will become eligible to compete for breed, group and best-inshow awards as well as championships."
SCOUTING,1983-12-07,article,News,Sports,['TERMS NOT AVAILABLE'],,The New York Times,Dog Show Trend
GOING OUT GUIDE;,1984-02-13,article,News,Arts,['TERMS NOT AVAILABLE'],,The New York Times,"PUTTING ON THE DOG There has always been a breath of aristocracy about dog shows, either on the part of the dogs or their owners, even in these egalitarian days. The Westminster Kennel Club Dog Show parades its classic canines today and tomorrow at Madison Square Garden for the 108th year. This pure-bred event has inspired the Dog Museum of America, across town at 51 Madison Avenue, at 26th Street (696-8350), to offer an exhibition that puts the dog show into focus as an institution and hallmark of Western civilization."
